id,side,force,commander,units,date_start,date_end,event_type,from_place,to_place,action_place,description,confidence,source,note
92,British,French's Colesberg force,Maj-Gen John French,French's Colesberg force,1899-12-29,1900-01-01,advance,Rensburg,Colesberg,Rensburg,The Boers fall back from Rensburg to Colesberg (29 Dec); French advances the camp to Rensburg seizing Porter's Hill and Maeder's Farm and the Berkshires rush a kopje by Coles Kop on 1 Jan,high,With the Flag to Pretoria vol.1 ch.XV,
93,British,French's Colesberg force,Maj-Gen John French,French's Colesberg force,1900-01-04,1900-01-04,engagement,Rensburg,near Colesberg,Colesberg,Genl Schoeman's night attempt to outflank the British left is trapped and repulsed: Boer ~90 casualties and 21 prisoners; Maj Harvey (10th Hussars) killed,high,With the Flag to Pretoria vol.1 ch.XV,
94,British,French's Colesberg force,Maj-Gen John French,French's Colesberg force,1900-01-06,1900-01-06,defeat,Rensburg,Grassy (Suffolk) Hill near Colesberg,Colesberg,"A night attack by the Suffolks on Grassy/Suffolk Hill is repulsed: A & H Companies (~200 men) mostly killed, wounded or captured and Lt-Col Watson killed",high,With the Flag to Pretoria vol.1 ch.XV,
95,British,French's Colesberg force,Maj-Gen John French,French's Colesberg force,1900-01-09,1900-02-09,engagement,Rensburg,Slingersfontein,Slingersfontein,"The British occupy and hold Slingersfontein SE of Colesberg through January, repelling Boer attacks (noted for the marksmanship of the Australian and New Zealand troops)",medium,With the Flag to Pretoria vol.1 ch.XV,
96,British,French's Colesberg force,Maj-Gen Ralph Clements,French's Colesberg force,1900-01-29,1900-02-28,move,Colesberg,Arundel,Colesberg,"French is summoned to lead the Kimberley relief (29 Jan) and Clements takes over; weakened, the British abandon Coles Kop and Slingersfontein and fall back on Arundel while the Boers reoccupy Colesberg",high,With the Flag to Pretoria vol.1 ch.XV,
97,Boer,Kritzinger commando,"Kritzinger, Cmdt P.H.",Kritzinger commando,1901-12-17,1902-02-28,raid,Noupoort-Hanover line,Cradock & Somerset East districts,Somerset East,After Kritzinger's capture on 16 Dec 1901 the bulk of his commando escapes south and infests the Cradock and Somerset East districts into early 1902,high,Handbook of the Boer War (IV Cape Colony),
98,Boer,Fouche commando,Cmdt Willem Fouché,Fouche commando,1902-01-01,1902-03-18,raid,Dordrecht-Aliwal North (NE Cape),Cape Midlands,Dordrecht,"Fouché's band, long lurking in the north-east between Dordrecht and Aliwal North, pushes into the Midlands in early 1902 and links up with Malan (~18 Mar)",medium,Handbook of the Boer War (IV Cape Colony); SAMHS vol073vm,
99,British,French's columns (the Drive),Lt-Gen John French,French's columns (the Drive),1902-02-17,1902-03-31,drive,Beaufort West,Graaff-Reinet & Aberdeen districts,Graaff-Reinet,"French launches 'the Drive' north from Beaufort West (17 Feb 1902); it disperses but does not destroy the rebels, some of whom scrape round the flank, cross the railway and plunge into the Graaff-Reinet and Aberdeen districts",high,Handbook of the Boer War (IV Cape Colony),
100,Boer,Malan commando (return attempt),Cmdt Wynand Malan,Malan commando (return attempt),1902-02-17,1902-02-17,engagement,North-west Cape,near Three Sisters,Three Sisters,Cmdt Henry Hugo is killed near Three Sisters Station as Malan's group tries to recross the railway into the Midlands; only Malan and Rudolph get across (Hugo replaced by Rudolph),medium,SAMHS vol073vm,western-Karoo leg of the van Reenen/Malan return
101,British,3rd Division,Lt-Gen Sir William Gatacre,Gatacre (3rd Division),1899-11-02,1899-11-22,deployment,Stormberg/Naauwpoort,Putter's Kraal,Sterkstroom,"British garrisons evacuate Naauwpoort (2 Nov) and Stormberg (3 Nov) to Sterkstroom/Queenstown; Gatacre arrives 18 Nov, reconnoitres Bushman's Hoek (21 Nov) and pushes to Putter's Kraal",high,With the Flag to Pretoria vol.1 ch.VII,the build-up to the Stormberg battle
102,Boer,OFS commandos,Genl Jan Hendrik Olivier,Olivier (OFS commandos),1899-11-26,1899-11-26,advance,Burgersdorp,Stormberg Junction,Stormberg,"A commando of ~1,500 Boers advances from Burgersdorp and seizes Stormberg Junction, cutting Gatacre off from the De Aar force",high,With the Flag to Pretoria vol.1 ch.VII,refines the date of the Stormberg occupation (row 2)
103,Boer,OFS commandos,Genl Jan Hendrik Olivier,Olivier (OFS commandos),1899-12-02,1899-12-02,advance,Stormberg district,Dordrecht,Dordrecht,A Boer commando of about 500 men occupies Dordrecht north-east of Sterkstroom,high,With the Flag to Pretoria vol.1 ch.VII,
104,British,17th Lancers,,17th Lancers,1900-03-10,1900-03-10,disembark,United Kingdom,Cape Town,Cape Town,"The 17th Lancers disembark at Cape Town c.10 March 1900 (sailed on the SS Victorian from England on 14 Feb: 22 officers, 497 men, 468 horses)",high,angloboerwar 17th Lancers; ABW shipping records,arrival in theatre
105,British,17th Lancers,,17th Lancers,1900-03-15,1900-04-30,rail_move,Cape Town,De Aar,De Aar,Railed up-country from Cape Town via De Aar to join Lord Roberts at Bloemfontein in Gordon's 3rd Cavalry Brigade (with the 9th & 16th Lancers); fought at Diamond Hill (Jun 1900) before later coming south into the Cape Colony,high,angloboerwar 17th Lancers,logistical rail move into the interior
106,British,17th Lancers,,17th Lancers,1900-05-03,1900-06-05,advance,Bloemfontein,Pretoria,Bloemfontein,"Join Lord Roberts' main northern advance in French's 3rd Cavalry Brigade (with the 9th & 16th Lancers), advancing from Bloemfontein to the occupation of Pretoria (5 Jun 1900)",high,angloboerwar 17th Lancers,Transvaal/OFS leg of the journey
107,British,17th Lancers,,17th Lancers,1900-06-11,1900-06-12,engagement,Pretoria,Diamond Hill (Donkerhoek),Diamond Hill,Roberts attacked Botha's line east of Pretoria at Diamond Hill (Donkerhoek) 11-12 Jun 1900. After a day's fighting the Boers withdrew overnight; British occupied the position. Last major engagement before Botha dispersed into guerrilla warfare.,high,angloboerwar 17th Lancers; Wikipedia: Battle of Diamond Hill,Transvaal
108,British,17th Lancers,Col Herbert (under Col Barker),17th Lancers,1900-11-01,1900-12-31,pursuit,Orange River Colony (south-east),Cape Colony border,Bethulie,"Formed into a column under Col Herbert and operating under Col Barker in the south-east Orange River Colony, the 17th Lancers join the pursuit of De Wet as he tries to break into the Cape Colony (Dec 1900)",high,angloboerwar 17th Lancers,leads into their entry to the Cape Colony
109,British,17th Lancers,"Williams, Col",17th Lancers,1901-04-01,1901-05-31,deployment,Cape Town,Bloemfontein,Bloemfontein,A two-month interlude back in the Orange River Colony under Col Williams (Apr-May 1901) before returning to the Cape Colony for the rest of the war,high,angloboerwar 17th Lancers,
110,British,Cape Police (Eastern Cape),Brig-Gen Edward Brabant,Cape Police (Eastern Cape),1900-02-15,1900-02-18,capture,Penhoek,Dordrecht,Dordrecht,Brabant's colonial division advances from Penhoek and occupies Dordrecht on 18 Feb 1900 after a spirited action,high,Conan Doyle ch.22,opens the NE-Cape colonial advance
111,British,Brabant's Colonial Division,Brig-Gen Edward Brabant,Brabant's Colonial Division,1900-03-04,1900-03-04,engagement,Dordrecht,Labuschagne's Nek,Dordrecht,Brabant drives the Boers out of the Labuschagne's Nek position north of Dordrecht after a long day's fighting,high,Conan Doyle ch.22,
112,British,Brabant's Colonial Division,Brig-Gen Edward Brabant,Brabant's Colonial Division,1900-03-06,1900-03-09,capture,Dordrecht,Jamestown,Jamestown,"Leaving a garrison at Dordrecht, Brabant pushes on with ~2,000 men and eight guns and occupies Jamestown",medium,Conan Doyle ch.22,
113,British,Brabant's Colonial Division,Maj Henderson (Brabant's Horse),Brabant's Colonial Division,1900-03-10,1900-03-10,capture,Jamestown,Aliwal North,Aliwal North,Maj Henderson seizes the Aliwal North bridge before it can be blown; a Boer stand beyond the bridge costs ~25 casualties,high,Conan Doyle ch.22,
114,British,Brabant's Colonial Division,Brig-Gen Edward Brabant,Brabant's Colonial Division,1900-03-10,1900-03-20,deployment,Aliwal North,NE Cape districts,Barkly East,"Brabant's detachments pacify the north-eastern Cape - Barkly East, Herschel and Lady Grey - and push into the SE Free State via Rouxville",medium,Conan Doyle ch.22,
115,British,3rd Division,Lt-Gen Sir William Gatacre,Gatacre (3rd Division),1900-02-23,1900-02-23,move,Sterkstroom,Molteno,Molteno,Gatacre re-occupies Molteno and reconnoitres the Stormberg position; Capt de Montmorency is killed in the reconnaissance,high,Conan Doyle ch.21,
116,British,Cape Police (Eastern Cape),Lt-Gen Sir William Gatacre,Gatacre (3rd Division),1900-03-05,1900-03-15,advance,Stormberg,Bethulie,Burgersdorp,"As the Boers retreat Gatacre reoccupies Stormberg (5 Mar), pushes to Burgersdorp (12 Mar) and crosses into the OFS at Bethulie (15 Mar); Cape Police save the Bethulie road bridge",high,Conan Doyle ch.21-22,
117,Boer,Schoeman commando (Colesberg),Genl Schoeman (and De la Rey),Schoeman commando (Colesberg),1900-02-12,1900-02-12,engagement,,Colesberg,Colesberg,De la Rey's reinforced Boers counter-attack along the Colesberg line; the British abandon Coles Kop and Slingersfontein and fall back,high,With the Flag to Pretoria vol.1 ch.XV; Conan Doyle ch.14,the Boer counter that forced Clements back
118,British,French's Colesberg force,Maj-Gen Ralph Clements,French's Colesberg force,1900-02-28,1900-03-04,capture,Arundel,Colesberg,Colesberg,"After the Boers retire north Clements advances from Arundel and re-occupies Colesberg (28 Feb), then crosses the Orange at Norvalspont (4 Mar)",high,Conan Doyle ch.21,end of the Colesberg campaign
119,Boer,Schoeman commando (Colesberg),"Schoeman, Genl",Schoeman commando (Colesberg),1900-01-15,1900-01-15,engagement,,Slingersfontein,Slingersfontein,A spirited Boer attack on New Zealand Hill at Slingersfontein is repulsed by New Zealanders and 1st Yorkshires with the bayonet; ~21 Boer dead,high,With the Flag to Pretoria vol.1 ch.XV; Conan Doyle ch.14,
120,Boer,Scheepers commando,Cmdt Gideon Scheepers,Scheepers commando,1901-01-02,1901-01-02,skirmish,,Grootvlei (near Middelburg),Middelburg (Cape),Scheepers skirmishes near Middelburg at Grootvlei; one British soldier killed,medium,SAMHS jnl2 vol185gs,
122,Boer,Scheepers commando,Cmdt Gideon Scheepers,Scheepers commando,1901-05-07,1901-05-08,engagement,,near Bedford,Bedford,Scheepers brushes the Bedford Town Guard (7 May) and clashes with Col Henniker's column near Bedford (8 May),high,SAMHS vol073vm,first appearance of Henniker's column
123,Boer,Scheepers commando,Cmdt Gideon Scheepers,Scheepers commando,1901-07-21,1901-07-21,raid,,Ganna Siding,Cradock,Scheepers loots a train at Ganna Siding; three soldiers killed,medium,SAMHS jnl2 vol185gs,anchored in the Cradock/Bankberg district
125,Boer,Smuts commando,Asst-Cmdt-Gen Jan Smuts,Smuts commando,1901-09-13,1901-09-13,engagement,,Stormberg Mountain,Stormberg,"Smuts's commando is briefly cornered atop the Stormberg mountain while pushing south, four days before Modderfontein",medium,morethanastory.co.za 'Guerrillas in the Cape',
126,Boer,Van Deventer commando,Cmdt J.L. van Deventer,Van Deventer commando,1901-10-13,1901-10-13,capture,,Doornbosch (near Swaershoek),Somerset East,Van Deventer overwhelms a ~50-man post at Doornbosch and captures the relieving 130 Somerset East District Defence Force with 220 horses,high,SAMHS vol073vm; Davitt diary,
127,British,Lukin's column,Col Tim Lukin,Lukin's column,1901-10-21,1901-10-21,engagement,,Steilhoogte,Graaff-Reinet,Col Lukin surprises Van Deventer's commando at Steilhoogte; 14 captured and 60 horses/mules taken,high,SAMHS vol073vm,
128,Boer,Bouwer commando,"Bouwer, Cmdt B.",Bouwer commando,1901-10-06,1901-10-06,capture,,Springvale,Graaff-Reinet,Cmdt Bouwer clashes with the District Defence Force at Springvale and captures 20 men,medium,SAMHS vol073vm,
129,Boer,Wessels commando,Cmdt Louis Wessels,Wessels commando,1902-01-04,1902-01-07,raid,Koudeveld Mountains,Murraysburg,Murraysburg,Wessels (Kritzinger's successor) enters Murraysburg with ~20 men in early Jan 1902 and is welcomed by the inhabitants,medium,SAMHS vol073vm,
130,Boer,Wessels commando,Cmdt Louis Wessels,Wessels commando,1902-01-16,1902-01-23,capture,,Cradock district,Cradock,Cmdt Wessels with ~200 invaders captures 50 of the Cradock Town Guard who had ridden out to find the Boers,medium,Davitt diary,
131,Boer,Van Heerden commando,Cmdt Carel van Heerden,Van Heerden commando,1902-05-18,1902-05-18,engagement,,Aberdeen,Aberdeen,Malan and Fouché help Van Heerden attack Aberdeen; many horses are taken but Van Heerden is killed,high,SAMHS vol073vm,
132,Boer,Fouche commando,Cmdt Willem Fouché,Fouche commando,1902-06-03,1902-06-03,move,,Cradock district,Cradock,"Fouché surrenders in the Cradock district on learning the war has ended (Peace of Vereeniging, 31 May 1902)",medium,SAMHS vol073vm; Conan Doyle ch.35,one of the last Cape commandos to lay down arms
133,British,9th Lancers,,9th Lancers,1899-10-12,1899-10-12,disembark,Bombay,Cape Town,Cape Town,"The 9th Lancers (from Muttra, India) disembark at Cape Town c.12 Oct 1899 off the transport Nairung",medium,Naval & Military Press regimental diary; ABW shipping records,arrival from India
134,British,9th Lancers,Lt-Gen Lord Methuen,9th Lancers,1899-11-23,1899-11-23,engagement,Orange River,Belmont,Belmont,As Methuen's only cavalry the 9th Lancers work round the Boer rear at the Battle of Belmont on the Kimberley line,high,britishbattles.com Battle of Belmont,
135,British,9th Lancers,Lt-Gen Lord Methuen,9th Lancers,1899-11-28,1899-11-28,engagement,Belmont,Modder River,Modder River,The 9th Lancers and mounted infantry guard the right flank at the Battle of Modder River,high,bwm.org.au Modder River,
136,British,9th Lancers,Lt-Gen Lord Methuen,9th Lancers,1899-12-11,1899-12-11,engagement,Modder River,Magersfontein,Magersfontein,The 9th Lancers are engaged at Magersfontein during Methuen's advance on Kimberley,high,Wikipedia: 9th Queen's Royal Lancers,
137,British,9th Lancers,Maj-Gen John French,9th Lancers,1900-02-15,1900-02-15,advance,Modder River,Kimberley,Kimberley,With French's cavalry division (Gordon's 3rd Brigade) the 9th Lancers ride in the final dash that relieves Kimberley,high,historyofwar.org Relief of Kimberley,
138,British,9th Lancers,Maj-Gen John French,9th Lancers,1900-02-17,1900-02-27,engagement,Kimberley,Paardeberg,Paardeberg,"Roberts encircled Cronje's 4,000-man laager on the Modder River 18 Feb 1900. After Kitchener's costly frontal assault on 18 Feb (Paardeberg Drift), the Boers were starved into surrender on 27 Feb – Majuba Day – opening the road to Bloemfontein.",high,Wikipedia: Battle of Paardeberg,
139,British,Cape Mounted Rifles,Lt-Gen Sir William Gatacre,Cape Mounted Rifles,1899-12-09,1899-12-10,deployment,Penhoek,Sterkstroom,Penhoek,235 CMR with mountain guns were to join Gatacre's Stormberg attack from Penhoek but never received the order,high,britishbattles.com Battle of Stormberg,
140,British,Cape Mounted Rifles,"Dalgety, Col E.H.",Cape Mounted Rifles,1900-04-09,1900-04-25,engagement,eastern Cape,Wepener,Wepener,The CMR form the core of the colonial garrison that holds Jammersbergdrift/Wepener through De Wet's 17-day siege,high,OMSA Siege of Wepener,just over the NE-Cape border in the OFS
141,British,Brabant's Horse,Brig-Gen Edward Brabant,Brabant's Horse,1899-11-05,1899-11-05,deployment,East London,eastern Cape,East London,Brabant raises the colonial light-horse regiment Brabant's Horse from eastern-Cape volunteers (max ~600 all ranks),high,Wikipedia: Edward Brabant,raised locally - no overseas disembarkation
142,British,Brabant's Horse,"Dalgety, Col E.H.",Brabant's Horse,1900-04-09,1900-04-25,engagement,eastern Cape,Wepener,Wepener,1st and 2nd Brabant's Horse move north and help hold Wepener through the 17-day siege by De Wet,high,OMSA Siege of Wepener,
143,British,Imperial Yeomanry,,Imperial Yeomanry,1900-02-01,1900-04-30,disembark,United Kingdom,Cape Town,Cape Town,The 1st-contingent Imperial Yeomanry disembark at Cape Town (Feb-Apr 1900) and camp at Maitland,high,SAMHS vol136sw,
144,British,Imperial Yeomanry,,Imperial Yeomanry,1900-04-05,1900-04-05,engagement,Cape Town,Boshof,Boshof,The IY's first action: 3rd & 10th battalions engage Villebois-Mareuil's foreign volunteers at Tweefontein near Boshof,high,SAMHS vol136sw,
145,British,Imperial Yeomanry,,Imperial Yeomanry,1900-05-27,1900-05-31,engagement,Lindley,Lindley,Lindley,The 13th Battalion IY is surrounded and forced to surrender at Lindley (the Lindley affair),high,SAMHS vol136sw,
146,British,5th Lancers,,5th Lancers,1899-10-21,1899-10-21,engagement,Ladysmith,Elandslaagte,Elandslaagte,French and Hamilton routed Kock's commando at Elandslaagte 21 Oct 1899. Gordon Highlanders and Imperial Light Horse broke the Boer position; 5th Lancers pursued. One of few clear British set-piece victories early in the war; General Kock mortally wounded.,high,Wikipedia: 5th Royal Irish Lancers,no 1899 disembarkation - in SA since 1898
147,British,5th Lancers,,5th Lancers,1899-11-02,1900-02-28,deployment,Elandslaagte,Ladysmith,Ladysmith,The 5th Lancers form part of the besieged garrison through the Siege of Ladysmith,high,Wikipedia: 5th Royal Irish Lancers,
